Cluster_Key,Company,Paint_Name,Cluster_Status,Cluster_Size,Rows_With_Color,Rows_Missing_Color,Product_Lines,Paint_Types,Paint_IDs,Missing_Paint_IDs,Example_Hex,Example_RGB,Example_Source_Paint_ID,Recommended_Action
vallejo|light sea grey,Vallejo,Light Sea Grey,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_LIGHT_SEA_GREY,,#97B4B5,"151,180,181",VAL_MODEL_COLOR_LIGHT_SEA_GREY,No action needed.
vallejo|light turquoise,Vallejo,Light Turquoise,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_LIGHT_TURQUOISE,,#006B5A,"0,107,90",VAL_MODEL_COLOR_LIGHT_TURQUOISE,No action needed.
vallejo|light violet,Vallejo,Light Violet,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_LIGHT_VIOLET,,#A793BA,"167,147,186",VAL_MODEL_COLOR_LIGHT_VIOLET,No action needed.
vallejo|light yellow,Vallejo,Light Yellow,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_LIGHT_YELLOW,,#F7EA62,"247,234,98",VAL_MODEL_COLOR_LIGHT_YELLOW,No action needed.
vallejo|lime green,Vallejo,Lime Green,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_LIME_GREEN,,#6FAE4E,"111,174,78",VAL_MODEL_COLOR_LIME_GREEN,No action needed.
vallejo|livery green,Vallejo,Livery Green,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_LIVERY_GREEN,,#9ECE65,"158,206,101",VAL_GAME_COLOR_LIVERY_GREEN,No action needed.
vallejo|lizard green,Vallejo,Lizard Green,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_LIZARD_GREEN,,#215433,"33,84,51",VAL_XPRESS_COLOR_LIZARD_GREEN,No action needed.
vallejo|london grey,Vallejo,London Grey,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_LONDON_GREY,,#4A555E,"74,85,94",VAL_MODEL_COLOR_LONDON_GREY,No action needed.
vallejo|luftwaffe ca green,Vallejo,Luftwaffe Ca. Green,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_LUFTWAFFE_CA_GREEN,,#434F38,"67,79,56",VAL_MODEL_COLOR_LUFTWAFFE_CA_GREEN,No action needed.
vallejo|luftwaffe green,Vallejo,Luftwaffe Green,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_LUFTWAFFE_GREEN,,#7E6254,"126,98,84",VAL_MODEL_COLOR_LUFTWAFFE_GREEN,No action needed.
vallejo|luftwaffe uniform,Vallejo,Luftwaffe Uniform,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_LUFTWAFFE_UNIFORM,,#2D3035,"45,48,53",VAL_MODEL_COLOR_LUFTWAFFE_UNIFORM,No action needed.
vallejo|lustful purple,Vallejo,Lustful Purple,COMPLETE,1,1,0,Game Color,Acrylic paint,VAL_GAME_COLOR_LUSTFUL_PURPLE,,#7D5F92,"125,95,146",VAL_GAME_COLOR_LUSTFUL_PURPLE,No action needed.
vallejo|magenta,Vallejo,Magenta,COMPLETE,2,2,0,Game Color Ink | Model Color,Acrylic Paint | Ink,VAL_GAME_COLOR_INK_MAGENTA | VAL_MODEL_COLOR_MAGENTA,,#A92A56,"169,42,86",VAL_GAME_COLOR_INK_MAGENTA,No action needed.
vallejo|magenta fluo,Vallejo,Magenta Fluo,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_MAGENTA_FLUO,,#E55681,"229,86,129",VAL_MODEL_COLOR_MAGENTA_FLUO,No action needed.
vallejo|magic blue,Vallejo,Magic Blue,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_MAGIC_BLUE,,#024381,"2,67,129",VAL_GAME_COLOR_MAGIC_BLUE,No action needed.
vallejo|mahagony,Vallejo,Mahagony,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_MAHAGONY,,#940008,"148,0,8",VAL_MODEL_AIR_MAHAGONY,No action needed.
vallejo|mahogany,Vallejo,Mahogany,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_MAHOGANY,,#392824,"57,40,36",VAL_XPRESS_COLOR_MAHOGANY,No action needed.
vallejo|mahogany brown,Vallejo,Mahogany Brown,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_MAHOGANY_BROWN,,#804B47,"128,75,71",VAL_MODEL_COLOR_MAHOGANY_BROWN,No action needed.
vallejo|mahogany ink,Vallejo,Mahogany Ink,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_MAHOGANY_INK,,#664540,"102,69,64",VAL_MODEL_COLOR_MAHOGANY_INK,No action needed.
vallejo|martian orange,Vallejo,Martian Orange,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_MARTIAN_ORANGE,,#E65E22,"230,94,34",VAL_XPRESS_COLOR_MARTIAN_ORANGE,No action needed.
vallejo|med flesh tone,Vallejo,Med. Flesh Tone,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_MED_FLESH_TONE,,#A06F47,"160,111,71",VAL_MODEL_COLOR_MED_FLESH_TONE,No action needed.
vallejo|medium blue,Vallejo,Medium Blue,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_MEDIUM_BLUE,,#066588,"6,101,136",VAL_MODEL_COLOR_MEDIUM_BLUE,No action needed.
vallejo|medium brown,Vallejo,Medium Brown,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_MEDIUM_BROWN,,#705E50,"112,94,80",VAL_MODEL_COLOR_MEDIUM_BROWN,No action needed.
vallejo|medium flesh,Vallejo,Medium Flesh,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_MEDIUM_FLESH,,#A06F47,"160,111,71",VAL_MODEL_COLOR_MEDIUM_FLESH,No action needed.
vallejo|medium gray,Vallejo,Medium Gray,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_MEDIUM_GRAY,,#909B85,"144,155,133",VAL_MODEL_AIR_MEDIUM_GRAY,No action needed.
vallejo|medium green,Vallejo,Medium Green,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_MEDIUM_GREEN,,#083C2A,"8,60,42",VAL_MODEL_AIR_MEDIUM_GREEN,No action needed.
vallejo|medium grey,Vallejo,Medium Grey,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_MEDIUM_GREY,,#909B85,"144,155,133",VAL_MODEL_COLOR_MEDIUM_GREY,No action needed.
vallejo|medium gunship gray,Vallejo,Medium Gunship Gray,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_MEDIUM_GUNSHIP_GRAY,,#999999,"153,153,153",VAL_MODEL_AIR_MEDIUM_GUNSHIP_GRAY,No action needed.
vallejo|medium olive,Vallejo,Medium Olive,COMPLETE,2,2,0,Model Air | Model Color,Acrylic airbrush paint | Acrylic paint,VAL_MODEL_AIR_MEDIUM_OLIVE | VAL_MODEL_COLOR_MEDIUM_OLIVE,,#226B2E,"34,107,46",VAL_MODEL_AIR_MEDIUM_OLIVE,No action needed.
vallejo|medium sea green,Vallejo,Medium Sea Green,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_MEDIUM_SEA_GREEN,,#677278,"103,114,120",VAL_MODEL_COLOR_MEDIUM_SEA_GREEN,No action needed.
vallejo|medium sea grey,Vallejo,Medium Sea Grey,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_MEDIUM_SEA_GREY,,#869393,"134,147,147",VAL_MODEL_COLOR_MEDIUM_SEA_GREY,No action needed.
vallejo|medium yellow,Vallejo,Medium Yellow,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_MEDIUM_YELLOW,,#741330,"116,19,48",VAL_MODEL_AIR_MEDIUM_YELLOW,No action needed.
vallejo|middle stone,Vallejo,Middle Stone,COMPLETE,2,2,0,Model Air | Model Color,Acrylic airbrush paint | Acrylic paint,VAL_MODEL_AIR_MIDDLE_STONE | VAL_MODEL_COLOR_MIDDLE_STONE,,#A77237,"167,114,55",VAL_MODEL_AIR_MIDDLE_STONE,No action needed.
vallejo|middlestone,Vallejo,Middlestone,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_MIDDLESTONE,,#6A6445,"106,100,69",VAL_MODEL_COLOR_MIDDLESTONE,No action needed.
vallejo|midnight purple,Vallejo,Midnight Purple,COMPLETE,1,1,0,Game Color,Acrylic paint,VAL_GAME_COLOR_MIDNIGHT_PURPLE,,#241431,"36,20,49",VAL_GAME_COLOR_MIDNIGHT_PURPLE,No action needed.
vallejo|military green,Vallejo,Military Green,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_MILITARY_GREEN,,#3E5848,"62,88,72",VAL_MODEL_COLOR_MILITARY_GREEN,No action needed.
vallejo|military yellow,Vallejo,Military Yellow,COMPLETE,2,2,0,Model Color | Xpress Color,Acrylic paint | Contrast-style acrylic,VAL_MODEL_COLOR_MILITARY_YELLOW | VAL_XPRESS_COLOR_MILITARY_YELLOW,,#9C8855,"156,136,85",VAL_MODEL_COLOR_MILITARY_YELLOW,No action needed.
vallejo|mithril silver silver,Vallejo,Mithril Silver / Silver,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_MITHRIL_SILVER_SILVER,,#B5B5BD,"181,181,189",VAL_GAME_COLOR_MITHRIL_SILVER_SILVER,No action needed.
vallejo|monastic green,Vallejo,Monastic Green,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_MONASTIC_GREEN,,#002F2C,"0,47,44",VAL_XPRESS_COLOR_MONASTIC_GREEN,No action needed.
vallejo|moon yellow,Vallejo,Moon Yellow,COMPLETE,1,1,0,Game Color,Acrylic paint,VAL_GAME_COLOR_MOON_YELLOW,,#FFF103,"255,241,3",VAL_GAME_COLOR_MOON_YELLOW,No action needed.
vallejo|moss and lichen,Vallejo,Moss and Lichen,COMPLETE,1,1,0,Game Color Special FX,Effect,VAL_GAME_COLOR_SPECIAL_FX_MOSS_AND_LICHEN,,#DAD15E,"218,209,94",VAL_GAME_COLOR_SPECIAL_FX_MOSS_AND_LICHEN,No action needed.
vallejo|mud brown,Vallejo,Mud Brown,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_MUD_BROWN,,#8D654B,"141,101,75",VAL_MODEL_AIR_MUD_BROWN,No action needed.
vallejo|muddy ground,Vallejo,Muddy Ground,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_MUDDY_GROUND,,#271D17,"39,29,23",VAL_XPRESS_COLOR_MUDDY_GROUND,No action needed.
vallejo|mummy white,Vallejo,Mummy White,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_MUMMY_WHITE,,#8A6F52,"138,111,82",VAL_XPRESS_COLOR_MUMMY_WHITE,No action needed.
vallejo|mustard brown,Vallejo,Mustard Brown,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_MUSTARD_BROWN,,#9E7249,"158,114,73",VAL_MODEL_COLOR_MUSTARD_BROWN,No action needed.
vallejo|mystic blue,Vallejo,Mystic Blue,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_MYSTIC_BLUE,,#2F66A3,"47,102,163",VAL_XPRESS_COLOR_MYSTIC_BLUE,No action needed.
vallejo|nato brown,Vallejo,NATO Brown,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_NATO_BROWN,,#764823,"118,72,35",VAL_MODEL_AIR_NATO_BROWN,No action needed.
vallejo|natural steel,Vallejo,Natural Steel,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_NATURAL_STEEL,,#62676B,"98,103,107",VAL_MODEL_COLOR_NATURAL_STEEL,No action needed.
vallejo|natural wood,Vallejo,Natural Wood,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_NATURAL_WOOD,,#C19448,"193,148,72",VAL_MODEL_COLOR_NATURAL_WOOD,No action needed.
vallejo|neutral grey,Vallejo,Neutral Grey,COMPLETE,2,2,0,Game Color Metallic | Model Color,Acrylic paint | Metallic,VAL_GAME_COLOR_METALLIC_NEUTRAL_GREY | VAL_MODEL_COLOR_NEUTRAL_GREY,,#64767A,"100,118,122",VAL_GAME_COLOR_METALLIC_NEUTRAL_GREY,No action needed.
vallejo|new wood,Vallejo,New Wood,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_NEW_WOOD,,#89603B,"137,96,59",VAL_MODEL_COLOR_NEW_WOOD,No action needed.
vallejo|night blue,Vallejo,Night Blue,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_NIGHT_BLUE,,#19183F,"25,24,63",VAL_GAME_COLOR_NIGHT_BLUE,No action needed.
vallejo|nocturnal red,Vallejo,Nocturnal Red,COMPLETE,1,1,0,Game Color,Acrylic paint,VAL_GAME_COLOR_NOCTURNAL_RED,,#541C22,"84,28,34",VAL_GAME_COLOR_NOCTURNAL_RED,No action needed.
vallejo|nuclear yellow,Vallejo,Nuclear Yellow,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_NUCLEAR_YELLOW,,#F39C12,"243,156,18",VAL_XPRESS_COLOR_NUCLEAR_YELLOW,No action needed.
vallejo|ochre,Vallejo,Ochre,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_OCHRE,,#D7BF75,"215,191,117",VAL_MODEL_AIR_OCHRE,No action needed.
vallejo|ochre brown,Vallejo,Ochre Brown,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_OCHRE_BROWN,,#A77237,"167,114,55",VAL_MODEL_COLOR_OCHRE_BROWN,No action needed.
vallejo|off white,Vallejo,Off-White,COMPLETE,3,3,0,Game Color | Model Air | Model Color,Acrylic airbrush paint | Acrylic paint,VAL_GAME_COLOR_OFF_WHITE | VAL_MODEL_AIR_OFF_WHITE | VAL_MODEL_COLOR_OFF_WHITE,,#F5F4DA,"245,244,218",VAL_GAME_COLOR_OFF_WHITE,No action needed.
vallejo|oily steel,Vallejo,Oily Steel,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_OILY_STEEL,,#55595C,"85,89,92",VAL_MODEL_COLOR_OILY_STEEL,No action needed.
vallejo|old gold,Vallejo,Old Gold,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_OLD_GOLD,,#75694F,"117,105,79",VAL_MODEL_COLOR_OLD_GOLD,No action needed.
vallejo|old rose,Vallejo,Old Rose,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_OLD_ROSE,,#D47B7D,"212,123,125",VAL_MODEL_COLOR_OLD_ROSE,No action needed.
vallejo|old wood,Vallejo,Old Wood,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_OLD_WOOD,,#816C53,"129,108,83",VAL_MODEL_COLOR_OLD_WOOD,No action needed.
vallejo|olive brown,Vallejo,Olive Brown,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_OLIVE_BROWN,,#333439,"51,52,57",VAL_MODEL_COLOR_OLIVE_BROWN,No action needed.
vallejo|olive drab,Vallejo,Olive Drab,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_OLIVE_DRAB,,#083C2A,"8,60,42",VAL_MODEL_AIR_OLIVE_DRAB,No action needed.
vallejo|olive green,Vallejo,Olive Green,COMPLETE,2,2,0,Model Air | Model Color,Acrylic Paint,VAL_MODEL_AIR_OLIVE_GREEN | VAL_MODEL_COLOR_OLIVE_GREEN,,#6A8B3A,"106,139,58",VAL_MODEL_AIR_OLIVE_GREEN,No action needed.
vallejo|olive green rlm80,Vallejo,Olive Green RLM80,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_OLIVE_GREEN_RLM80,,#083C2A,"8,60,42",VAL_MODEL_AIR_OLIVE_GREEN_RLM80,No action needed.
vallejo|olive grey,Vallejo,Olive Grey,COMPLETE,2,2,0,Model Air | Model Color,Acrylic Paint | Acrylic paint,VAL_MODEL_AIR_OLIVE_GREY | VAL_MODEL_COLOR_OLIVE_GREY,,#455440,"69,84,64",VAL_MODEL_AIR_OLIVE_GREY,No action needed.
vallejo|omega blue,Vallejo,Omega Blue,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_OMEGA_BLUE,,#1B2D53,"27,45,83",VAL_XPRESS_COLOR_OMEGA_BLUE,No action needed.
vallejo|orange,Vallejo,Orange,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_ORANGE,,#E76738,"231,103,56",VAL_MODEL_AIR_ORANGE,No action needed.
vallejo|orange brown,Vallejo,Orange Brown,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_ORANGE_BROWN,,#B86F44,"184,111,68",VAL_MODEL_COLOR_ORANGE_BROWN,No action needed.
vallejo|orange fire,Vallejo,Orange Fire,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_ORANGE_FIRE,,#F1652E,"241,101,46",VAL_GAME_COLOR_ORANGE_FIRE,No action needed.
vallejo|orange fluo,Vallejo,Orange Fluo,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_ORANGE_FLUO,,#E76738,"231,103,56",VAL_MODEL_COLOR_ORANGE_FLUO,No action needed.
vallejo|orange ochre,Vallejo,Orange Ochre,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_ORANGE_OCHRE,,#9BA1A1,"155,161,161",VAL_MODEL_COLOR_ORANGE_OCHRE,No action needed.
vallejo|orange red,Vallejo,Orange Red,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_ORANGE_RED,,#E34C26,"227,76,38",VAL_MODEL_COLOR_ORANGE_RED,No action needed.
vallejo|orc skin,Vallejo,Orc Skin,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_ORC_SKIN,,#5A9E32,"90,158,50",VAL_XPRESS_COLOR_ORC_SKIN,No action needed.
vallejo|oxford blue,Vallejo,Oxford Blue,COMPLETE,2,2,0,Model Air | Model Color,Acrylic Paint | Acrylic paint,VAL_MODEL_AIR_OXFORD_BLUE | VAL_MODEL_COLOR_OXFORD_BLUE,,#3A465F,"58,70,95",VAL_MODEL_AIR_OXFORD_BLUE,No action needed.
vallejo|pacific green,Vallejo,Pacific Green,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_PACIFIC_GREEN,,#576F63,"87,111,99",VAL_MODEL_COLOR_PACIFIC_GREEN,No action needed.
vallejo|pale blue,Vallejo,Pale Blue,COMPLETE,2,2,0,Model Air | Model Color,Acrylic Paint | Acrylic paint,VAL_MODEL_AIR_PALE_BLUE | VAL_MODEL_COLOR_PALE_BLUE,,#83B5B2,"131,181,178",VAL_MODEL_AIR_PALE_BLUE,No action needed.
vallejo|pale blue grey,Vallejo,Pale Blue Grey,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_PALE_BLUE_GREY,,#96A5A9,"150,165,169",VAL_MODEL_COLOR_PALE_BLUE_GREY,No action needed.
vallejo|pale brown,Vallejo,Pale Brown,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_PALE_BROWN,,#3C2925,"60,41,37",VAL_MODEL_COLOR_PALE_BROWN,No action needed.
vallejo|pale flesh,Vallejo,Pale Flesh,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_PALE_FLESH,,#F6BDB3,"246,189,179",VAL_GAME_COLOR_PALE_FLESH,No action needed.
vallejo|pale green,Vallejo,Pale Green,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_PALE_GREEN,,#106B21,"16,107,33",VAL_MODEL_AIR_PALE_GREEN,No action needed.
vallejo|pale grey blue,Vallejo,Pale Grey Blue,COMPLETE,2,2,0,Model Air | Model Color,Acrylic Paint,VAL_MODEL_AIR_PALE_GREY_BLUE | VAL_MODEL_COLOR_PALE_GREY_BLUE,,#CEDEE7,"206,222,231",VAL_MODEL_AIR_PALE_GREY_BLUE,No action needed.
vallejo|pale greyblue,Vallejo,Pale Greyblue,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_PALE_GREYBLUE,,#CEDEE7,"206,222,231",VAL_MODEL_COLOR_PALE_GREYBLUE,No action needed.
vallejo|pale sand,Vallejo,Pale Sand,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_PALE_SAND,,#D1C49C,"209,196,156",VAL_MODEL_COLOR_PALE_SAND,No action needed.
vallejo|panzer dark grey,Vallejo,Panzer Dark Grey,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_PANZER_DARK_GREY,,#4D4A4A,"77,74,74",VAL_MODEL_AIR_PANZER_DARK_GREY,No action needed.
vallejo|panzer ochre,Vallejo,Panzer Ochre,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_PANZER_OCHRE,,#796A3B,"121,106,59",VAL_MODEL_AIR_PANZER_OCHRE,No action needed.
vallejo|panzer olive green,Vallejo,Panzer Olive Green,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_PANZER_OLIVE_GREEN,,#083C2A,"8,60,42",VAL_MODEL_AIR_PANZER_OLIVE_GREEN,No action needed.
vallejo|parasite brown,Vallejo,Parasite Brown,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_PARASITE_BROWN,,#B1481F,"177,72,31",VAL_GAME_COLOR_PARASITE_BROWN,No action needed.
vallejo|park green flat,Vallejo,Park Green Flat,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_PARK_GREEN_FLAT,,#008C5D,"0,140,93",VAL_MODEL_COLOR_PARK_GREEN_FLAT,No action needed.
vallejo|pastel blue,Vallejo,Pastel Blue,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_PASTEL_BLUE,,#67859B,"103,133,155",VAL_MODEL_COLOR_PASTEL_BLUE,No action needed.
vallejo|pastel green,Vallejo,Pastel Green,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_PASTEL_GREEN,,#63B521,"99,181,33",VAL_MODEL_COLOR_PASTEL_GREEN,No action needed.
vallejo|phoenix orange,Vallejo,Phoenix Orange,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_PHOENIX_ORANGE,,#932310,"147,35,16",VAL_XPRESS_COLOR_PHOENIX_ORANGE,No action needed.
vallejo|pink,Vallejo,Pink,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_PINK,,#D37497,"211,116,151",VAL_MODEL_COLOR_PINK,No action needed.
vallejo|plague brown,Vallejo,Plague Brown,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_PLAGUE_BROWN,,#CC9B34,"204,155,52",VAL_GAME_COLOR_PLAGUE_BROWN,No action needed.
vallejo|plague green,Vallejo,Plague Green,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_PLAGUE_GREEN,,#616B2D,"97,107,45",VAL_XPRESS_COLOR_PLAGUE_GREEN,No action needed.
vallejo|plasma red,Vallejo,Plasma Red,COMPLETE,1,1,0,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_PLASMA_RED,,#C82B2B,"200,43,43",VAL_XPRESS_COLOR_PLASMA_RED,No action needed.
vallejo|polished gold,Vallejo,Polished Gold,COMPLETE,2,2,0,Game Color | Game Color Metallic,Acrylic Paint | Metallic,VAL_GAME_COLOR_METALLIC_POLISHED_GOLD | VAL_GAME_COLOR_POLISHED_GOLD,,#E7BD42,"231,189,66",VAL_GAME_COLOR_POLISHED_GOLD,No action needed.
vallejo|prussian blue,Vallejo,Prussian Blue,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_PRUSSIAN_BLUE,,#2A546E,"42,84,110",VAL_MODEL_COLOR_PRUSSIAN_BLUE,No action needed.
vallejo|purple,Vallejo,Purple,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_PURPLE,,#834A6C,"131,74,108",VAL_MODEL_COLOR_PURPLE,No action needed.
vallejo|radome tan,Vallejo,Radome Tan,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_RADOME_TAN,,#DBC58E,"219,197,142",VAL_MODEL_AIR_RADOME_TAN,No action needed.
vallejo|red,Vallejo,Red,COMPLETE,4,4,0,Game Color Ink | Game Color Wash | Model Air | Model Color,Acrylic Paint | Acrylic airbrush paint | Ink | Wash,VAL_GAME_COLOR_INK_RED | VAL_GAME_COLOR_WASH_RED | VAL_MODEL_AIR_RED | VAL_MODEL_COLOR_RED,,#91323A,"145,50,58",VAL_GAME_COLOR_INK_RED,No action needed.
vallejo|red fluorescent,Vallejo,Red Fluorescent,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_RED_FLUORESCENT,,#EB5F4D,"235,95,77",VAL_MODEL_AIR_RED_FLUORESCENT,No action needed.
vallejo|red gold,Vallejo,Red Gold,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_RED_GOLD,,#9F6E36,"159,110,54",VAL_MODEL_COLOR_RED_GOLD,No action needed.
vallejo|red leather,Vallejo,Red Leather,COMPLETE,1,1,0,Model Color,Acrylic paint,VAL_MODEL_COLOR_RED_LEATHER,,#93453D,"147,69,61",VAL_MODEL_COLOR_RED_LEATHER,No action needed.
vallejo|red rlm 23,Vallejo,Red RLM 23,COMPLETE,1,1,0,Model Air,Acrylic Paint,VAL_MODEL_AIR_RED_RLM_23,,#B22C31,"178,44,49",VAL_MODEL_AIR_RED_RLM_23,No action needed.
vallejo|red rlm23,Vallejo,Red RLM23,COMPLETE,1,1,0,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_RED_RLM23,,#FF3108,"255,49,8",VAL_MODEL_AIR_RED_RLM23,No action needed.
vallejo|red shade wash,Vallejo,Red Shade Wash,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_RED_SHADE_WASH,,#630808,"99,8,8",VAL_GAME_COLOR_RED_SHADE_WASH,No action needed.
vallejo|red wash,Vallejo,Red Wash,COMPLETE,1,1,0,Game Color,Acrylic Paint,VAL_GAME_COLOR_RED_WASH,,#630808,"99,8,8",VAL_GAME_COLOR_RED_WASH,No action needed.
vallejo|reflective green,Vallejo,Reflective Green,COMPLETE,1,1,0,Model Color,Acrylic Paint,VAL_MODEL_COLOR_REFLECTIVE_GREEN,,#496244,"73,98,68",VAL_MODEL_COLOR_REFLECTIVE_GREEN,No action needed.
